Track file,D:\My Documents\EthoVisionExperiments\Mark\Q40_0002\data\track_00299.trk
Object,0
Samples,98901
Injection #,1,
OF,3,
Rat ID,03NS,
Drug,Saline,
Lesion ,NMDA,
Body wt,363,
Group,NAc/Saline,
Test date,2012-01-12 09:15:00.000,yyyy-MM-dd HH:mm:ss
Experimenter,Amanda Toufeili,
Digitizing computer,Anna-2,
Scorer,Emma Mauti,
Study,Q40,
Comments,,
Observations,boards maybe on opposite tables,
Frame position,109136,
Status,Acquired,
Trial duration,0000:00:55:00.000,dd:HH:mm:ss
Tracking profile,OF3 352x240,
Arena,OF3 Jun11,
Track file,track_00299.trk,
Object,0,
Arena profile,OF3,
Start date & time,2012-01-19 11:30:04.187,yyyy-MM-dd HH:mm:ss
Stop date & time,2012-01-19 12:25:04.187,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,0,
Mobility high,0,
Movie file,of3 inj1 jan12_12 46SD 03NS 12SS mpeg2 Simplicity 352x240 1168rate.mpg,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,ZONES
55183,1841.24,165.77,32.03,434.00,-
55184,1841.27,166.48,32.80,451.00,-
55185,1841.31,166.48,32.80,468.00,-
55186,1841.34,167.20,32.77,476.00,-
55187,1841.37,167.91,33.54,478.00,-
55188,1841.41,167.89,34.34,457.00,-
55189,1841.44,168.59,35.11,457.00,-
55190,1841.47,169.31,35.08,479.00,-
55191,1841.51,169.29,35.88,472.00,-
55192,1841.54,169.27,36.67,484.00,-
55193,1841.57,169.99,36.65,482.00,-
55194,1841.61,169.99,36.65,469.00,-
55195,1841.64,169.97,37.44,474.00,-
55196,1841.68,170.67,38.22,467.00,-
55197,1841.71,169.93,39.04,479.00,-
55198,1841.74,170.63,39.81,497.00,-
55199,1841.78,170.61,40.61,508.00,-
55200,1841.81,171.30,41.38,527.00,-
55201,1841.84,172.00,42.16,492.00,-
55202,1841.88,171.28,42.18,485.00,-
55203,1841.91,171.25,42.98,475.00,-
55204,1841.94,172.66,43.73,485.00,-
55205,1841.98,173.35,44.50,459.00,-
55206,1842.01,173.35,44.50,500.00,-
55207,1842.04,173.35,44.50,498.00,-
55208,1842.08,173.33,45.30,484.00,-
55209,1842.11,173.99,46.88,455.00,-
55210,1842.14,175.34,49.23,380.00,-
55211,1842.18,175.31,50.03,388.00,-
55212,1842.21,175.29,50.84,407.00,-
55213,1842.24,174.60,50.06,432.00,-
55214,1842.28,175.26,51.64,411.00,-
55215,1842.31,175.23,52.44,427.00,-
55216,1842.34,175.18,54.04,429.00,-
55217,1842.38,175.18,54.04,411.00,-
55218,1842.41,175.83,55.63,376.00,-
55219,1842.44,175.15,54.85,434.00,-
55220,1842.48,176.52,56.41,383.00,-
55221,1842.51,176.49,57.21,366.00,-
55222,1842.54,176.46,58.02,379.00,-
55223,1842.58,177.14,58.80,372.00,-
55224,1842.61,177.14,58.80,370.00,-
55225,1842.64,177.11,59.61,369.00,-
55226,1842.68,177.11,59.61,354.00,-
55227,1842.71,177.08,60.41,368.00,-
55228,1842.74,177.06,61.22,386.00,-
55229,1842.78,177.03,62.02,380.00,-
55230,1842.81,177.03,62.02,389.00,-
55231,1842.84,177.00,62.83,366.00,-
55232,1842.88,176.29,62.84,397.00,-
55233,1842.91,176.29,62.84,377.00,-
55234,1842.94,176.26,63.65,367.00,-
55235,1842.98,176.94,64.44,363.00,-
55236,1843.01,176.26,63.65,383.00,-
55237,1843.04,176.94,64.44,354.00,-
55238,1843.08,176.94,64.44,372.00,-
55239,1843.11,176.94,64.44,356.00,-
55240,1843.14,177.62,65.23,351.00,-
55241,1843.18,177.62,65.23,348.00,-
55242,1843.21,177.62,65.23,379.00,-
55243,1843.24,177.62,65.23,370.00,-
55244,1843.28,177.62,65.23,377.00,-
55245,1843.31,177.62,65.23,357.00,-
55246,1843.34,176.94,64.44,373.00,-
55247,1843.38,177.62,65.23,338.00,-
55248,1843.41,176.91,65.24,363.00,-
55249,1843.44,176.91,65.24,359.00,-
55250,1843.48,176.23,64.46,368.00,-
55251,1843.51,176.94,64.44,376.00,-
55252,1843.54,176.23,64.46,359.00,-
55253,1843.58,176.26,63.65,378.00,-
55254,1843.61,176.97,63.63,352.00,-
55255,1843.64,176.29,62.84,358.00,-
55256,1843.68,177.00,62.83,354.00,-
55257,1843.71,177.00,62.83,352.00,-
55258,1843.74,177.00,62.83,340.00,-
55259,1843.78,177.03,62.02,353.00,-
55260,1843.81,176.32,62.04,364.00,-
55261,1843.84,177.03,62.02,342.00,-
55262,1843.88,177.06,61.22,345.00,-
55263,1843.91,177.06,61.22,344.00,-
55264,1843.94,177.74,62.00,340.00,-
55265,1843.98,177.06,61.22,342.00,-
55266,1844.01,177.03,62.02,353.00,-
55267,1844.04,177.03,62.02,339.00,-
55268,1844.08,177.06,61.22,348.00,-
55269,1844.11,177.06,61.22,341.00,-
55270,1844.14,177.74,62.00,328.00,-
55271,1844.18,177.74,62.00,326.00,-
55272,1844.21,177.77,61.20,332.00,-
55273,1844.24,177.06,61.22,345.00,-
55274,1844.28,177.77,61.20,335.00,-
55275,1844.31,177.06,61.22,344.00,-
55276,1844.34,177.06,61.22,333.00,-
55277,1844.38,177.03,62.02,343.00,-
55278,1844.41,177.74,62.00,332.00,-
55279,1844.44,177.74,62.00,316.00,-
55280,1844.48,177.74,62.00,335.00,-
55281,1844.51,177.74,62.00,332.00,-
55282,1844.54,177.74,62.00,328.00,-
55283,1844.58,177.77,61.20,346.00,-
55284,1844.61,177.03,62.02,344.00,-
55285,1844.64,177.74,62.00,332.00,-
55286,1844.68,177.74,62.00,336.00,-
55287,1844.71,177.74,62.00,342.00,-
55288,1844.74,177.03,62.02,353.00,-
55289,1844.78,177.03,62.02,347.00,-
55290,1844.81,177.06,61.22,337.00,-
55291,1844.84,177.06,61.22,337.00,-
55292,1844.88,177.06,61.22,354.00,-
55293,1844.91,177.03,62.02,348.00,-
55294,1844.94,177.06,61.22,349.00,-
55295,1844.98,177.06,61.22,356.00,-
55296,1845.01,177.06,61.22,331.00,-
55297,1845.05,177.03,62.02,341.00,-
55298,1845.08,177.06,61.22,348.00,-
55299,1845.11,177.03,62.02,357.00,-
55300,1845.15,177.06,61.22,346.00,-
55301,1845.18,177.03,62.02,346.00,-
55302,1845.21,177.03,62.02,366.00,-
55303,1845.25,177.03,62.02,349.00,-
55304,1845.28,177.03,62.02,356.00,-
55305,1845.31,177.03,62.02,368.00,-
55306,1845.35,177.03,62.02,357.00,-
55307,1845.38,177.03,62.02,358.00,-
55308,1845.41,177.03,62.02,350.00,-
55309,1845.44,177.03,62.02,365.00,-
55310,1845.48,177.03,62.02,351.00,-
55311,1845.51,177.03,62.02,362.00,-
55312,1845.55,177.03,62.02,370.00,-
55313,1845.58,177.06,61.22,402.00,-
55314,1845.61,177.03,62.02,350.00,-
55315,1845.65,177.03,62.02,363.00,-
55316,1845.68,177.06,61.22,353.00,-
55317,1845.71,177.03,62.02,360.00,-
55318,1845.75,177.06,61.22,334.00,-
55319,1845.78,177.03,62.02,365.00,-
55320,1845.81,177.06,61.22,360.00,-
55321,1845.85,177.06,61.22,369.00,-
55322,1845.88,177.06,61.22,347.00,-
55323,1845.91,177.06,61.22,341.00,-
55324,1845.94,177.06,61.22,354.00,-
55325,1845.98,177.06,61.22,358.00,-
55326,1846.01,177.03,62.02,359.00,-
55327,1846.05,177.06,61.22,352.00,-
55328,1846.08,177.03,62.02,374.00,-
55329,1846.11,177.03,62.02,341.00,-
55330,1846.15,177.03,62.02,384.00,-
55331,1846.18,177.03,62.02,373.00,-
55332,1846.21,177.03,62.02,367.00,-
55333,1846.25,177.03,62.02,367.00,-
55334,1846.28,177.03,62.02,385.00,-
55335,1846.31,177.03,62.02,380.00,-
55336,1846.35,177.03,62.02,393.00,-
55337,1846.38,177.03,62.02,382.00,-
55338,1846.41,177.03,62.02,383.00,-
55339,1846.45,177.03,62.02,371.00,-
55340,1846.48,177.00,62.83,391.00,-
55341,1846.51,177.03,62.02,384.00,-
55342,1846.55,177.00,62.83,384.00,-
55343,1846.58,177.03,62.02,372.00,-
55344,1846.61,177.03,62.02,368.00,-
55345,1846.65,177.03,62.02,363.00,-
55346,1846.68,177.03,62.02,369.00,-
55347,1846.71,177.03,62.02,364.00,-
55348,1846.75,177.03,62.02,355.00,-
55349,1846.78,177.03,62.02,366.00,-
55350,1846.81,177.03,62.02,354.00,-
55351,1846.85,177.74,62.00,340.00,-
55352,1846.88,177.74,62.00,332.00,-
55353,1846.91,177.74,62.00,332.00,-
55354,1846.95,177.71,62.81,339.00,-
55355,1846.98,177.74,62.00,358.00,-
55356,1847.01,177.71,62.81,340.00,-
55357,1847.05,177.74,62.00,331.00,-
55358,1847.08,177.74,62.00,368.00,-
55359,1847.11,177.03,62.02,351.00,-
55360,1847.15,177.03,62.02,352.00,-
55361,1847.18,177.06,61.22,349.00,-
55362,1847.21,177.06,61.22,351.00,-
55363,1847.25,177.06,61.22,343.00,-
55364,1847.28,177.06,61.22,346.00,-
55365,1847.31,177.06,61.22,347.00,-
55366,1847.35,177.77,61.20,339.00,-
55367,1847.38,177.06,61.22,337.00,-
55368,1847.41,177.06,61.22,334.00,-
55369,1847.45,177.06,61.22,333.00,-
55370,1847.48,177.06,61.22,329.00,-
55371,1847.51,177.06,61.22,337.00,-
55372,1847.55,177.06,61.22,341.00,-
55373,1847.58,177.06,61.22,334.00,-
55374,1847.61,177.06,61.22,335.00,-
55375,1847.65,176.35,61.24,328.00,-
55376,1847.68,176.32,62.04,338.00,-
55377,1847.71,176.35,61.24,321.00,-
55378,1847.75,176.32,62.04,332.00,-
55379,1847.78,176.32,62.04,339.00,-
55380,1847.81,176.32,62.04,333.00,-
55381,1847.85,176.32,62.04,335.00,-
55382,1847.88,177.03,62.02,373.00,-
55383,1847.91,177.03,62.02,349.00,-
55384,1847.95,177.03,62.02,339.00,-
55385,1847.98,177.03,62.02,352.00,-
55386,1848.01,177.03,62.02,349.00,-
55387,1848.05,177.06,61.22,338.00,-
55388,1848.08,177.03,62.02,350.00,-
55389,1848.11,177.03,62.02,360.00,-
55390,1848.15,177.03,62.02,369.00,-
55391,1848.18,177.03,62.02,359.00,-
55392,1848.21,177.03,62.02,362.00,-
55393,1848.25,177.03,62.02,368.00,-
55394,1848.28,177.03,62.02,367.00,-
55395,1848.31,177.00,62.83,379.00,-
55396,1848.35,177.03,62.02,362.00,-
55397,1848.38,177.03,62.02,373.00,-
55398,1848.42,177.71,62.81,374.00,-
55399,1848.45,177.74,62.00,363.00,-
55400,1848.48,177.03,62.02,366.00,-
55401,1848.52,177.00,62.83,399.00,-
55402,1848.55,177.00,62.83,400.00,-
55403,1848.58,176.97,63.63,376.00,-
55404,1848.62,177.00,62.83,395.00,-
55405,1848.65,176.97,63.63,365.00,-
55406,1848.68,177.71,62.81,360.00,-
55407,1848.72,177.00,62.83,363.00,-
55408,1848.75,177.00,62.83,367.00,-
55409,1848.78,177.00,62.83,384.00,-
55410,1848.82,177.00,62.83,360.00,-
55411,1848.85,177.00,62.83,373.00,-
55412,1848.88,176.97,63.63,345.00,-
55413,1848.92,177.00,62.83,371.00,-
55414,1848.95,176.97,63.63,333.00,-
55415,1848.98,177.00,62.83,370.00,-
55416,1849.02,176.97,63.63,354.00,-
55417,1849.05,177.68,63.61,332.00,-
55418,1849.08,176.97,63.63,349.00,-
55419,1849.12,177.68,63.61,346.00,-
55420,1849.15,177.68,63.61,341.00,-
55421,1849.18,177.68,63.61,353.00,-
55422,1849.22,176.97,63.63,330.00,-
55423,1849.25,176.97,63.63,339.00,-
55424,1849.28,176.97,63.63,330.00,-
55425,1849.32,176.97,63.63,329.00,-
55426,1849.35,176.97,63.63,332.00,-
55427,1849.38,176.97,63.63,333.00,-
55428,1849.42,176.97,63.63,345.00,-
55429,1849.45,176.97,63.63,344.00,-
55430,1849.48,176.97,63.63,331.00,-
55431,1849.52,176.97,63.63,360.00,-
55432,1849.55,176.97,63.63,351.00,-
55433,1849.58,176.97,63.63,329.00,-
55434,1849.62,177.00,62.83,351.00,-
55435,1849.65,176.97,63.63,339.00,-
55436,1849.68,177.00,62.83,352.00,-
55437,1849.72,176.97,63.63,341.00,-
55438,1849.75,176.97,63.63,331.00,-
55439,1849.78,177.00,62.83,338.00,-
55440,1849.82,176.97,63.63,340.00,-
55441,1849.85,177.00,62.83,353.00,-
55442,1849.88,177.00,62.83,346.00,-
55443,1849.92,177.00,62.83,344.00,-
55444,1849.95,177.00,62.83,343.00,-
55445,1849.98,177.00,62.83,329.00,-
55446,1850.02,177.00,62.83,328.00,-
55447,1850.05,177.00,62.83,347.00,-
55448,1850.08,177.03,62.02,361.00,-
55449,1850.12,177.03,62.02,363.00,-
55450,1850.15,177.00,62.83,356.00,-
55451,1850.18,177.03,62.02,358.00,-
55452,1850.22,177.03,62.02,357.00,-
55453,1850.25,177.03,62.02,339.00,-
55454,1850.28,177.03,62.02,360.00,-
55455,1850.32,177.03,62.02,345.00,-
55456,1850.35,177.74,62.00,341.00,-
55457,1850.38,177.06,61.22,348.00,-
55458,1850.42,177.06,61.22,340.00,-
55459,1850.45,177.06,61.22,343.00,-
55460,1850.48,177.06,61.22,338.00,-
55461,1850.52,177.06,61.22,334.00,-
55462,1850.55,177.06,61.22,341.00,-
55463,1850.58,177.06,61.22,333.00,-
55464,1850.62,177.06,61.22,337.00,-
55465,1850.65,177.06,61.22,343.00,-
55466,1850.68,177.06,61.22,351.00,-
55467,1850.72,177.06,61.22,342.00,-
55468,1850.75,177.06,61.22,343.00,-
55469,1850.78,177.77,61.20,328.00,-
55470,1850.82,177.77,61.20,331.00,-
55471,1850.85,177.77,61.20,327.00,-
55472,1850.88,177.06,61.22,349.00,-
55473,1850.92,177.74,62.00,340.00,-
55474,1850.95,177.06,61.22,347.00,-
55475,1850.98,177.06,61.22,344.00,-
55476,1851.02,177.06,61.22,339.00,-
55477,1851.05,177.77,61.20,331.00,-
55478,1851.08,177.06,61.22,345.00,-
55479,1851.12,177.06,61.22,329.00,-
55480,1851.15,177.06,61.22,337.00,-
55481,1851.18,177.79,60.39,329.00,-
55482,1851.22,177.08,60.41,335.00,-
55483,1851.25,177.08,60.41,325.00,-
55484,1851.28,177.06,61.22,339.00,-
55485,1851.32,177.06,61.22,332.00,-
55486,1851.35,177.06,61.22,345.00,-
55487,1851.38,177.06,61.22,340.00,-
55488,1851.42,177.77,61.20,337.00,-
55489,1851.45,177.06,61.22,330.00,-
55490,1851.48,177.06,61.22,331.00,-
55491,1851.52,177.06,61.22,338.00,-
55492,1851.55,177.08,60.41,324.00,-
55493,1851.58,177.06,61.22,351.00,-
55494,1851.62,177.06,61.22,351.00,-
55495,1851.65,177.06,61.22,343.00,-
55496,1851.68,177.06,61.22,347.00,-
55497,1851.72,177.06,61.22,347.00,-
55498,1851.75,177.06,61.22,339.00,-
55499,1851.79,177.06,61.22,344.00,-
55500,1851.82,177.03,62.02,365.00,-
55501,1851.85,177.74,62.00,324.00,-
55502,1851.89,177.03,62.02,339.00,-
55503,1851.92,177.77,61.20,339.00,-
55504,1851.95,177.74,62.00,337.00,-
55505,1851.99,177.03,62.02,345.00,-
55506,1852.02,177.03,62.02,355.00,-
55507,1852.05,177.03,62.02,352.00,-
55508,1852.09,177.03,62.02,359.00,-
55509,1852.12,177.74,62.00,356.00,-
55510,1852.15,177.03,62.02,345.00,-
55511,1852.18,177.03,62.02,360.00,-
55512,1852.22,177.03,62.02,346.00,-
55513,1852.25,177.03,62.02,341.00,-
55514,1852.29,177.06,61.22,346.00,-
55515,1852.32,177.74,62.00,349.00,-
55516,1852.35,177.03,62.02,345.00,-
55517,1852.39,177.03,62.02,355.00,-
55518,1852.42,177.03,62.02,344.00,-
55519,1852.45,177.74,62.00,344.00,-
55520,1852.49,177.74,62.00,331.00,-
55521,1852.52,177.74,62.00,347.00,-
55522,1852.55,177.74,62.00,337.00,-
55523,1852.59,177.74,62.00,338.00,-
55524,1852.62,177.74,62.00,323.00,-
55525,1852.65,177.74,62.00,341.00,-
55526,1852.69,177.74,62.00,327.00,-
55527,1852.72,177.74,62.00,335.00,-
55528,1852.75,177.74,62.00,334.00,-
55529,1852.79,177.74,62.00,352.00,-
55530,1852.82,177.74,62.00,346.00,-
55531,1852.85,177.74,62.00,344.00,-
55532,1852.89,177.74,62.00,334.00,-
55533,1852.92,177.77,61.20,328.00,-
55534,1852.95,177.74,62.00,337.00,-
55535,1852.99,177.77,61.20,319.00,-
55536,1853.02,177.06,61.22,332.00,-
55537,1853.05,177.77,61.20,334.00,-
55538,1853.09,177.77,61.20,325.00,-
55539,1853.12,177.77,61.20,345.00,-
55540,1853.15,177.77,61.20,345.00,-
55541,1853.19,177.77,61.20,317.00,-
55542,1853.22,177.77,61.20,332.00,-
55543,1853.25,177.06,61.22,346.00,-
55544,1853.29,177.77,61.20,347.00,-
55545,1853.32,177.77,61.20,384.00,-
55546,1853.35,177.77,61.20,345.00,-
55547,1853.39,177.74,62.00,346.00,-
55548,1853.42,177.74,62.00,337.00,-
55549,1853.45,177.74,62.00,355.00,-
55550,1853.49,177.74,62.00,366.00,-
55551,1853.52,177.74,62.00,355.00,-
55552,1853.55,177.71,62.81,371.00,-
55553,1853.59,177.71,62.81,382.00,-
55554,1853.62,178.42,62.79,354.00,-
55555,1853.65,177.68,63.61,326.00,-
55556,1853.69,178.36,64.40,344.00,-
55557,1853.72,178.36,64.40,323.00,-
55558,1853.75,177.65,64.42,325.00,-
55559,1853.79,177.65,64.42,331.00,-
55560,1853.82,177.62,65.23,326.00,-
55561,1853.85,176.94,64.44,327.00,-
55562,1853.89,177.62,65.23,323.00,-
55563,1853.92,176.94,64.44,331.00,-
55564,1853.95,176.91,65.24,330.00,-
55565,1853.99,176.91,65.24,340.00,-
55566,1854.02,176.91,65.24,351.00,-
55567,1854.05,176.89,66.05,329.00,-
55568,1854.09,176.91,65.24,350.00,-
55569,1854.12,176.91,65.24,343.00,-
55570,1854.15,176.89,66.05,332.00,-
55571,1854.19,176.86,66.86,330.00,-
55572,1854.22,176.89,66.05,347.00,-
55573,1854.25,176.86,66.86,358.00,-
55574,1854.29,176.15,66.87,370.00,-
55575,1854.32,176.12,67.68,339.00,-
55576,1854.35,176.12,67.68,385.00,-
55577,1854.39,176.09,68.48,359.00,-
55578,1854.42,175.38,68.50,381.00,-
55579,1854.45,174.62,70.12,372.00,-
55580,1854.49,174.59,70.93,369.00,-
55581,1854.52,174.54,72.54,381.00,-
55582,1854.55,173.77,74.16,371.00,-
55583,1854.59,174.48,74.15,420.00,-
55584,1854.62,174.46,74.96,415.00,-
55585,1854.65,174.43,75.77,422.00,-
55586,1854.69,174.38,77.38,367.00,-
55587,1854.72,175.04,78.99,344.00,-
55588,1854.75,174.33,79.00,381.00,-
55589,1854.79,174.31,79.81,384.00,-
55590,1854.82,174.28,80.62,365.00,-
55591,1854.85,174.28,80.62,382.00,-
55592,1854.89,174.28,80.62,397.00,-
55593,1854.92,173.55,81.43,405.00,-
55594,1854.95,174.23,82.24,387.00,-
55595,1854.99,174.21,83.04,391.00,-
55596,1855.02,174.90,83.85,375.00,-
55597,1855.06,174.90,83.85,380.00,-
55598,1855.09,174.19,83.85,400.00,-
55599,1855.12,174.87,84.66,379.00,-
55600,1855.16,174.87,84.66,396.00,-
55601,1855.19,174.87,84.66,385.00,-
55602,1855.22,174.85,85.47,396.00,-
55603,1855.26,174.85,85.47,388.00,-
55604,1855.29,174.85,85.47,396.00,-
55605,1855.32,174.85,85.47,409.00,-
55606,1855.36,174.87,84.66,405.00,-
55607,1855.39,174.87,84.66,378.00,-
55608,1855.42,174.87,84.66,377.00,-
55609,1855.45,174.85,85.47,380.00,-
55610,1855.49,174.14,85.48,387.00,-
55611,1855.52,174.85,85.47,368.00,-
55612,1855.56,174.14,85.48,380.00,-
55613,1855.59,174.85,85.47,394.00,-
55614,1855.62,174.85,85.47,414.00,-
55615,1855.66,174.83,86.28,407.00,-
55616,1855.69,174.83,86.28,399.00,-
55617,1855.72,174.81,87.10,387.00,-
55618,1855.76,174.81,87.10,389.00,-
55619,1855.79,174.81,87.10,372.00,-
55620,1855.82,174.81,87.10,409.00,-
55621,1855.86,174.81,87.10,398.00,-
55622,1855.89,175.49,87.91,382.00,-
55623,1855.92,176.20,87.90,366.00,-
55624,1855.95,175.49,87.91,382.00,-
55625,1855.99,176.18,88.72,397.00,-
55626,1856.02,176.18,88.72,384.00,-
55627,1856.06,176.89,88.72,385.00,-
55628,1856.09,176.89,88.72,413.00,-
55629,1856.12,176.89,88.72,418.00,-
55630,1856.16,176.18,88.72,403.00,-
55631,1856.19,176.89,88.72,402.00,-
55632,1856.22,176.87,89.53,367.00,-
55633,1856.26,176.87,89.53,368.00,-
55634,1856.29,176.87,89.53,368.00,-
55635,1856.32,176.85,90.34,368.00,-
55636,1856.36,176.85,90.34,362.00,-
55637,1856.39,176.14,90.34,373.00,-
55638,1856.42,176.14,90.34,387.00,-
55639,1856.46,176.12,91.16,366.00,-
55640,1856.49,176.12,91.16,391.00,-
55641,1856.52,175.39,91.97,369.00,-
55642,1856.56,175.39,91.97,398.00,-
55643,1856.59,175.38,92.79,403.00,-
55644,1856.62,175.36,93.60,390.00,-
55645,1856.66,176.05,94.42,402.00,-
55646,1856.69,176.03,95.24,403.00,-
55647,1856.72,176.02,96.05,384.00,-
55648,1856.76,175.98,97.69,406.00,-
55649,1856.79,175.96,99.32,389.00,-
55650,1856.82,176.64,100.97,369.00,-
55651,1856.86,175.92,101.78,363.00,-
55652,1856.89,175.89,103.42,364.00,-
55653,1856.92,175.16,105.05,388.00,-
55654,1856.96,174.43,106.69,410.00,-
55655,1856.99,174.41,109.15,423.00,-
55656,1857.02,174.40,110.80,390.00,-
55657,1857.06,173.67,112.43,397.00,-
55658,1857.09,174.38,114.10,398.00,-
55659,1857.12,173.66,116.56,395.00,-
55660,1857.16,172.95,119.02,356.00,-
55661,1857.19,172.96,121.51,350.00,-
55662,1857.22,172.26,123.98,356.00,-
55663,1857.26,172.28,125.64,380.00,-
55664,1857.29,172.30,127.30,354.00,-
55665,1857.32,172.34,129.80,352.00,-
55666,1857.36,172.37,131.47,354.00,-
55667,1857.39,172.40,133.15,373.00,-
55668,1857.42,172.48,136.50,325.00,-
55669,1857.46,172.53,138.18,342.00,-
55670,1857.49,171.85,139.83,367.00,-
55671,1857.52,171.94,142.36,344.00,-
55672,1857.56,172.00,144.04,394.00,-
55673,1857.59,172.03,144.89,379.00,-
55674,1857.62,172.10,146.58,342.00,-
55675,1857.66,172.17,148.28,308.00,-
55676,1857.69,172.17,148.28,301.00,-
55677,1857.72,172.21,149.12,296.00,-
55678,1857.76,172.25,149.97,296.00,-
55679,1857.79,171.52,149.94,291.00,-
55680,1857.82,172.34,151.68,307.00,-
55681,1857.86,171.61,151.63,295.00,-
55682,1857.89,170.96,153.30,295.00,-
55683,1857.92,171.00,154.15,279.00,-
55684,1857.96,171.74,154.19,307.00,-
55685,1857.99,171.79,155.04,264.00,-
55686,1858.02,171.79,155.04,266.00,-
55687,1858.06,172.57,155.94,268.00,-
55688,1858.09,172.62,156.80,278.00,-
55689,1858.12,172.62,156.80,274.00,-
55690,1858.16,173.41,157.70,263.00,-
55691,1858.19,173.46,158.55,252.00,-
55692,1858.22,173.52,159.41,233.00,-
55693,1858.26,173.46,158.55,252.00,-
55694,1858.29,173.57,160.27,285.00,-
55695,1858.32,172.84,160.23,268.00,-
55696,1858.36,173.57,160.27,256.00,-
55697,1858.39,173.69,161.99,264.00,-
55698,1858.43,173.69,161.99,259.00,-
55699,1858.46,173.01,162.81,274.00,-
55700,1858.49,173.75,162.85,270.00,-
55701,1858.53,173.75,162.85,266.00,-
55702,1858.56,173.01,162.81,281.00,-
55703,1858.59,173.01,162.81,300.00,-
55704,1858.63,173.01,162.81,309.00,-
55705,1858.66,173.75,162.85,297.00,-
55706,1858.69,173.75,162.85,312.00,-
55707,1858.73,173.81,163.72,268.00,-
55708,1858.76,173.75,162.85,294.00,-
55709,1858.79,173.75,162.85,309.00,-
55710,1858.83,173.75,162.85,279.00,-
55711,1858.86,174.55,163.77,245.00,-
55712,1858.89,174.55,163.77,268.00,-
55713,1858.93,174.55,163.77,233.00,-
55714,1858.96,174.49,162.90,243.00,-
55715,1858.99,174.55,163.77,220.00,-
55716,1859.03,174.49,162.90,256.00,-
55717,1859.06,174.55,163.77,229.00,-
55718,1859.09,173.75,162.85,293.00,-
55719,1859.13,173.81,163.72,254.00,-
55720,1859.16,174.55,163.77,233.00,-
55721,1859.19,173.88,164.58,275.00,-
55722,1859.23,174.55,163.77,247.00,-
55723,1859.26,174.62,164.63,234.00,-
55724,1859.29,174.62,164.63,230.00,-
55725,1859.33,175.36,164.68,238.00,-
55726,1859.36,175.29,163.82,263.00,-
55727,1859.39,175.36,164.68,251.00,-
55728,1859.43,175.29,163.82,273.00,-
55729,1859.46,175.36,164.68,262.00,-
55730,1859.49,175.36,164.68,283.00,-
55731,1859.53,175.42,165.54,269.00,-
55732,1859.56,175.36,164.68,267.00,-
55733,1859.59,175.36,164.68,276.00,-
55734,1859.63,175.36,164.68,287.00,-
55735,1859.66,175.36,164.68,268.00,-
55736,1859.69,175.36,164.68,284.00,-
55737,1859.73,175.42,165.54,259.00,-
55738,1859.76,175.42,165.54,260.00,-
55739,1859.79,176.10,164.73,296.00,-
55740,1859.83,176.16,165.60,261.00,-
55741,1859.86,176.16,165.60,254.00,-
55742,1859.89,175.36,164.68,268.00,-
55743,1859.93,175.36,164.68,254.00,-
55744,1859.96,175.42,165.54,272.00,-
55745,1859.99,176.16,165.60,245.00,-
55746,1860.03,175.42,165.54,251.00,-
55747,1860.06,175.42,165.54,261.00,-
55748,1860.09,175.36,164.68,289.00,-
55749,1860.13,176.16,165.60,279.00,-
55750,1860.16,176.16,165.60,257.00,-
55751,1860.19,176.16,165.60,260.00,-
55752,1860.23,176.97,166.52,246.00,-
55753,1860.26,176.16,165.60,294.00,-
55754,1860.29,176.16,165.60,288.00,-
55755,1860.33,176.16,165.60,288.00,-
55756,1860.36,176.16,165.60,270.00,-
55757,1860.39,176.10,164.73,268.00,-
55758,1860.43,176.16,165.60,249.00,-
55759,1860.46,176.16,165.60,224.00,-
55760,1860.49,175.42,165.54,249.00,-
55761,1860.53,175.42,165.54,235.00,-
55762,1860.56,175.42,165.54,237.00,-
55763,1860.59,175.36,164.68,228.00,-
55764,1860.63,175.42,165.54,213.00,-
55765,1860.66,175.42,165.54,222.00,-
55766,1860.69,175.42,165.54,222.00,-
55767,1860.73,175.42,165.54,221.00,-
55768,1860.76,175.36,164.68,238.00,-
55769,1860.79,175.42,165.54,234.00,-
55770,1860.83,175.42,165.54,236.00,-
55771,1860.86,175.42,165.54,237.00,-
55772,1860.89,176.23,166.46,232.00,-
55773,1860.93,176.16,165.60,250.00,-
55774,1860.96,176.16,165.60,261.00,-
55775,1860.99,176.16,165.60,291.00,-
55776,1861.03,176.16,165.60,277.00,-
55777,1861.06,176.16,165.60,280.00,-
55778,1861.09,176.16,165.60,295.00,-
55779,1861.13,176.16,165.60,230.00,-
55780,1861.16,175.42,165.54,247.00,-
55781,1861.19,175.36,164.68,238.00,-
55782,1861.23,175.36,164.68,249.00,-
55783,1861.26,175.29,163.82,252.00,-
55784,1861.29,174.49,162.90,268.00,-
55785,1861.33,174.49,162.90,264.00,-
55786,1861.36,174.49,162.90,269.00,-
55787,1861.39,174.49,162.90,269.00,-
55788,1861.43,175.23,162.95,268.00,-
55789,1861.46,175.23,162.95,275.00,-
55790,1861.49,175.23,162.95,278.00,-
55791,1861.53,174.49,162.90,287.00,-
55792,1861.56,173.69,161.99,290.00,-
