sample_id,t,x,y
19734,658.43,134.27,123.59
19735,658.46,134.27,122.83
19736,658.49,134.27,122.83
19737,658.52,134.27,122.83
19738,658.56,134.27,122.83
19739,658.59,134.27,122.83
19740,658.63,134.27,122.83
19741,658.66,134.27,122.83
19742,658.69,133.51,122.83
19743,658.73,134.27,123.59
19744,658.76,134.27,122.83
19745,658.79,134.27,122.83
19746,658.83,134.27,122.83
19747,658.86,133.51,123.59
19748,658.89,133.51,123.59
19749,658.93,133.51,122.83
19750,658.96,134.27,122.83
19751,658.99,133.51,122.83
19752,659.02,134.27,122.83
19753,659.06,133.51,122.83
19754,659.09,133.51,123.59
19755,659.13,134.27,122.83
19756,659.16,133.51,123.59
19757,659.19,133.51,123.59
19758,659.23,132.74,124.35
19759,659.26,133.51,123.59
19760,659.29,133.51,123.59
19761,659.33,133.51,122.83
19762,659.36,133.51,123.59
19763,659.39,133.51,123.59
19764,659.43,133.51,123.59
19765,659.46,133.51,124.35
19766,659.49,132.74,124.35
19767,659.53,132.74,124.35
19768,659.56,133.51,123.59
19769,659.59,132.74,123.59
19770,659.63,133.51,123.59
19771,659.66,132.74,124.35
19772,659.69,133.51,123.59
19773,659.73,133.51,122.83
19774,659.76,133.51,123.59
19775,659.79,133.51,122.83
19776,659.83,133.51,122.83
19777,659.86,133.51,122.83
19778,659.89,133.51,123.59
19779,659.93,133.51,123.59
19780,659.96,133.51,122.83
19781,659.99,133.51,123.59
19782,660.03,133.51,122.83
19783,660.06,133.51,122.83
19784,660.09,133.51,123.59
19785,660.13,132.74,124.35
19786,660.16,133.51,123.59
19787,660.19,133.51,123.59
19788,660.23,133.51,123.59
19789,660.26,133.51,122.83
19790,660.29,133.51,122.83
19791,660.33,133.51,122.83
19792,660.36,133.51,122.83
19793,660.39,133.51,122.83
19794,660.43,133.51,123.59
19795,660.46,132.74,124.35
19796,660.49,132.74,124.35
19797,660.53,132.74,124.35
19798,660.56,132.74,124.35
19799,660.59,132.74,124.35
19800,660.63,132.74,124.35
19801,660.66,133.51,123.59
19802,660.69,132.74,124.35
19803,660.73,133.51,122.83
19804,660.76,132.74,122.83
19805,660.79,133.51,122.83
19806,660.83,132.74,122.83
19807,660.86,132.74,123.59
19808,660.89,132.74,123.59
19809,660.93,132.74,124.35
19810,660.96,132.74,123.59
19811,660.99,132.74,123.59
19812,661.03,132.74,123.59
19813,661.06,132.74,123.59
19814,661.09,132.74,122.83
19815,661.13,131.98,124.35
19816,661.16,131.98,124.35
19817,661.19,131.98,123.59
19818,661.23,131.98,123.59
19819,661.26,131.98,124.35
19820,661.29,131.98,124.35
19821,661.33,131.98,124.35
19822,661.36,131.98,124.35
19823,661.39,131.98,124.35
19824,661.43,131.98,124.35
19825,661.46,131.98,124.35
19826,661.49,131.98,124.35
19827,661.53,131.98,124.35
19828,661.56,132.74,124.35
19829,661.59,132.74,124.35
19830,661.63,132.74,124.35
19831,661.66,132.74,124.35
19832,661.7,132.74,124.35
19833,661.73,132.74,124.35
19834,661.76,132.74,124.35
19835,661.79,132.74,124.35
19836,661.83,132.74,124.35
19837,661.86,132.74,124.35
19838,661.89,132.74,124.35
19839,661.93,133.51,124.35
19840,661.96,134.27,123.59
19841,662,133.51,123.59
19842,662.03,134.27,123.59
19843,662.06,134.27,123.59
19844,662.1,134.27,122.83
19845,662.13,134.27,122.83
19846,662.16,134.27,122.83
19847,662.2,134.27,122.83
19848,662.23,134.27,123.59
19849,662.26,135.03,122.83
19850,662.29,134.27,122.83
19851,662.33,135.03,122.83
19852,662.36,135.03,123.59
19853,662.39,135.03,123.59
19854,662.43,135.03,122.83
19855,662.46,135.03,122.83
19856,662.5,135.03,122.83
19857,662.53,135.03,123.59
19858,662.56,135.03,123.59
19859,662.6,135.03,123.59
19860,662.63,135.8,123.59
19861,662.66,135.8,124.35
19862,662.7,135.8,123.59
19863,662.73,135.03,124.35
19864,662.76,135.8,123.59
19865,662.8,135.03,123.59
19866,662.83,135.8,123.59
19867,662.86,135.8,123.59
19868,662.9,135.03,123.59
19869,662.93,135.8,124.35
19870,662.96,135.8,123.59
19871,663,135.8,124.35
19872,663.03,135.8,123.59
19873,663.06,135.8,123.59
19874,663.1,135.03,124.35
19875,663.13,135.8,123.59
19876,663.16,135.03,123.59
19877,663.2,135.8,124.35
19878,663.23,135.8,124.35
19879,663.26,135.03,124.35
19880,663.3,135.03,125.11
19881,663.33,135.03,124.35
19882,663.36,135.8,125.11
19883,663.4,135.03,125.11
19884,663.43,135.03,125.11
19885,663.46,135.03,125.11
19886,663.5,135.03,125.11
19887,663.53,135.03,124.35
19888,663.56,135.8,125.11
19889,663.6,135.8,125.11
19890,663.63,135.8,125.11
19891,663.66,135.03,125.88
19892,663.7,135.8,125.11
19893,663.73,135.8,125.11
19894,663.76,135.8,125.11
19895,663.8,135.8,125.11
19896,663.83,135.8,125.11
19897,663.86,135.03,125.11
19898,663.9,135.03,125.11
19899,663.93,135.03,125.11
19900,663.96,135.8,125.11
19901,664,135.8,125.11
19902,664.03,135.8,125.88
19903,664.06,135.8,125.11
19904,664.1,135.03,125.88
19905,664.13,135.8,125.11
19906,664.16,135.03,125.88
19907,664.2,135.03,125.88
19908,664.23,135.03,125.88
19909,664.26,135.03,125.11
19910,664.3,135.03,125.11
19911,664.33,135.03,125.88
19912,664.36,135.03,125.11
19913,664.4,135.03,125.11
19914,664.43,135.03,125.11
19915,664.46,135.03,125.11
19916,664.5,135.03,125.11
19917,664.53,135.03,125.11
19918,664.56,135.03,125.11
19919,664.6,135.03,125.11
19920,664.63,135.03,125.11
19921,664.66,135.03,125.11
19922,664.7,135.03,125.11
19923,664.73,135.03,125.11
19924,664.76,135.03,125.11
19925,664.8,135.8,125.11
19926,664.83,135.8,125.11
19927,664.86,135.8,125.11
19928,664.9,135.03,125.11
19929,664.93,135.03,125.11
19930,664.96,135.03,125.11
19931,665,135.8,125.11
19932,665.03,135.03,125.11
19933,665.07,135.03,125.11
19934,665.1,135.03,125.11
19935,665.13,135.8,125.11
19936,665.16,135.03,125.88
19937,665.2,135.03,126.64
19938,665.23,135.03,125.88
19939,665.26,135.03,127.4
19940,665.3,135.03,127.4
19941,665.33,135.8,127.4
19942,665.37,135.8,128.93
19943,665.4,135.8,129.69
19944,665.43,135.8,130.45
19945,665.47,135.8,131.22
19946,665.5,135.8,131.22
19947,665.53,133.51,131.22
19948,665.57,133.51,131.22
19949,665.6,133.51,131.98
19950,665.63,133.51,131.98
19951,665.66,133.51,131.98
19952,665.7,132.74,131.98
19953,665.73,133.51,131.98
19954,665.76,132.74,131.98
19955,665.8,132.74,131.98
19956,665.83,132.74,131.98
19957,665.87,132.74,131.98
19958,665.9,131.98,131.98
19959,665.93,132.74,131.98
19960,665.97,131.98,131.98
19961,666,132.74,132.74
19962,666.03,132.74,131.98
19963,666.07,132.74,132.74
19964,666.1,132.74,131.98
19965,666.13,132.74,131.98
19966,666.17,132.74,131.98
19967,666.2,132.74,131.98
19968,666.23,132.74,131.98
19969,666.27,132.74,131.98
19970,666.3,132.74,131.98
19971,666.33,131.98,131.98
19972,666.37,132.74,131.98
19973,666.4,131.98,132.74
19974,666.43,132.74,131.98
19975,666.47,131.98,131.98
19976,666.5,132.74,131.98
19977,666.53,132.74,131.98
19978,666.57,131.98,131.98
19979,666.6,131.98,131.98
19980,666.63,132.74,131.98
19981,666.67,131.98,131.98
19982,666.7,131.98,131.98
19983,666.73,131.98,131.98
19984,666.77,132.74,131.98
19985,666.8,132.74,131.98
19986,666.83,132.74,131.98
19987,666.87,132.74,131.98
19988,666.9,132.74,131.98
19989,666.93,131.98,131.98
19990,666.97,132.74,131.98
19991,667,132.74,131.98
19992,667.03,131.98,131.98
19993,667.07,132.74,131.98
19994,667.1,131.98,131.98
19995,667.13,132.74,131.98
19996,667.17,132.74,131.98
19997,667.2,132.74,131.98
19998,667.23,131.98,131.98
19999,667.27,131.98,131.98
20000,667.3,131.98,131.98
20001,667.33,132.74,131.98
20002,667.37,132.74,131.22
20003,667.4,132.74,131.22
20004,667.43,131.98,131.98
20005,667.47,132.74,131.98
20006,667.5,132.74,131.98
20007,667.53,132.74,131.98
20008,667.57,132.74,131.22
20009,667.6,132.74,131.98
20010,667.63,132.74,131.22
20011,667.67,131.98,131.98
20012,667.7,131.98,131.22
20013,667.73,131.98,131.22
20014,667.77,132.74,131.22
20015,667.8,132.74,131.22
20016,667.83,132.74,131.22
20017,667.87,132.74,131.22
20018,667.9,132.74,131.22
20019,667.93,132.74,131.22
20020,667.97,132.74,131.22
20021,668,133.51,131.22
20022,668.03,132.74,131.22
20023,668.07,132.74,131.98
20024,668.1,132.74,131.22
20025,668.13,132.74,131.22
20026,668.17,131.98,131.22
20027,668.2,132.74,131.22
20028,668.23,132.74,131.98
20029,668.27,131.98,131.22
20030,668.3,132.74,131.22
20031,668.34,132.74,131.98
20032,668.37,131.98,131.22
20033,668.4,131.98,131.22
20034,668.44,132.74,131.22
20035,668.47,132.74,131.22
20036,668.5,132.74,131.22
20037,668.53,132.74,131.22
20038,668.57,132.74,131.22
20039,668.6,132.74,131.22
20040,668.63,132.74,131.22
20041,668.67,132.74,131.22
20042,668.7,132.74,131.22
20043,668.74,132.74,131.98
20044,668.77,132.74,131.98
20045,668.8,132.74,131.22
20046,668.84,131.98,131.22
20047,668.87,132.74,131.22
20048,668.9,132.74,131.98
20049,668.94,132.74,131.22
20050,668.97,131.98,131.22
20051,669,131.98,131.98
20052,669.03,131.98,131.22
20053,669.07,132.74,131.22
20054,669.1,132.74,131.22
20055,669.13,131.98,131.22
20056,669.17,132.74,131.98
20057,669.2,131.98,131.22
20058,669.24,132.74,131.98
20059,669.27,131.98,131.22
20060,669.3,132.74,131.98
20061,669.34,132.74,131.22
20062,669.37,132.74,131.22
20063,669.4,132.74,131.22
20064,669.44,132.74,131.22
20065,669.47,131.98,131.22
20066,669.5,132.74,131.22
20067,669.54,132.74,131.22
20068,669.57,132.74,131.22
20069,669.6,131.98,131.22
20070,669.64,131.98,131.22
20071,669.67,132.74,131.22
20072,669.7,131.98,131.22
20073,669.74,132.74,131.22
20074,669.77,132.74,131.22
20075,669.8,132.74,131.22
20076,669.84,131.98,131.22
20077,669.87,132.74,131.22
20078,669.9,132.74,131.22
20079,669.94,132.74,131.22
20080,669.97,132.74,131.22
20081,670,131.98,131.22
20082,670.04,132.74,131.22
20083,670.07,132.74,131.22
20084,670.1,132.74,131.22
20085,670.14,132.74,131.22
20086,670.17,132.74,131.22
20087,670.2,132.74,131.22
20088,670.24,131.98,131.22
20089,670.27,131.98,131.22
20090,670.3,131.98,131.22
20091,670.34,132.74,131.22
20092,670.37,131.98,131.22
20093,670.4,132.74,131.22
20094,670.44,132.74,131.22
20095,670.47,131.98,131.22
20096,670.5,132.74,131.22
20097,670.54,131.98,131.22
20098,670.57,131.98,131.22
20099,670.6,131.98,131.22
20100,670.64,131.98,131.22
20101,670.67,131.98,131.22
20102,670.7,131.98,131.22
20103,670.74,131.98,131.22
20104,670.77,131.98,131.22
20105,670.8,131.98,131.22
20106,670.84,131.98,131.22
20107,670.87,131.98,131.22
20108,670.9,131.98,131.22
20109,670.94,132.74,131.22
20110,670.97,131.98,131.22
20111,671,131.98,131.22
20112,671.04,131.98,131.22
20113,671.07,132.74,131.22
20114,671.1,131.98,131.22
20115,671.14,131.98,131.22
20116,671.17,131.98,131.22
20117,671.2,131.98,131.22
20118,671.24,131.98,131.22
20119,671.27,131.98,131.22
20120,671.3,132.74,131.98
20121,671.34,132.74,131.98
20122,671.37,132.74,131.98
20123,671.4,132.74,131.98
20124,671.44,131.98,131.98
20125,671.47,131.98,131.98
20126,671.5,131.98,131.98
20127,671.54,131.98,131.98
20128,671.57,132.74,131.98
20129,671.6,132.74,131.98
20130,671.64,132.74,131.98
20131,671.67,132.74,131.98
20132,671.71,131.98,132.74
20133,671.74,132.74,132.74
20134,671.77,132.74,131.98
20135,671.81,132.74,132.74
20136,671.84,132.74,132.74
20137,671.87,132.74,132.74
20138,671.9,132.74,132.74
20139,671.94,132.74,132.74
20140,671.97,132.74,131.98
20141,672.01,132.74,132.74
20142,672.04,132.74,131.98
20143,672.07,132.74,132.74
20144,672.11,132.74,132.74
20145,672.14,132.74,132.74
20146,672.17,132.74,132.74
20147,672.21,132.74,132.74
20148,672.24,132.74,132.74
20149,672.27,131.98,132.74
20150,672.31,132.74,132.74
20151,672.34,131.98,132.74
20152,672.37,131.98,132.74
20153,672.4,131.98,132.74
20154,672.44,131.98,132.74
20155,672.47,132.74,132.74
20156,672.51,132.74,132.74
20157,672.54,132.74,132.74
20158,672.57,133.51,132.74
20159,672.61,132.74,132.74
20160,672.64,132.74,132.74
20161,672.67,132.74,132.74
20162,672.71,132.74,132.74
20163,672.74,132.74,133.51
20164,672.77,132.74,132.74
20165,672.81,132.74,132.74
20166,672.84,131.98,133.51
20167,672.87,131.98,132.74
20168,672.91,131.98,132.74
20169,672.94,131.98,132.74
20170,672.97,131.98,132.74
20171,673.01,132.74,133.51
20172,673.04,132.74,133.51
20173,673.07,132.74,133.51
20174,673.11,132.74,133.51
20175,673.14,132.74,133.51
20176,673.17,132.74,133.51
20177,673.21,132.74,133.51
20178,673.24,132.74,133.51
20179,673.27,132.74,133.51
20180,673.31,132.74,133.51
20181,673.34,132.74,133.51
20182,673.37,132.74,133.51
20183,673.41,132.74,133.51
20184,673.44,132.74,133.51
20185,673.47,132.74,133.51
20186,673.51,132.74,133.51
20187,673.54,132.74,133.51
20188,673.57,132.74,133.51
20189,673.61,132.74,132.74
20190,673.64,132.74,132.74
20191,673.67,132.74,132.74
20192,673.71,132.74,132.74
20193,673.74,132.74,132.74
20194,673.77,132.74,132.74
20195,673.81,133.51,132.74
20196,673.84,132.74,132.74
20197,673.87,132.74,132.74
20198,673.91,132.74,132.74
20199,673.94,132.74,132.74
20200,673.97,132.74,132.74
20201,674.01,132.74,132.74
20202,674.04,132.74,132.74
20203,674.07,132.74,132.74
20204,674.11,132.74,132.74
20205,674.14,132.74,132.74
20206,674.17,132.74,131.98
20207,674.21,132.74,131.98
20208,674.24,132.74,131.98
20209,674.27,132.74,131.98
20210,674.31,132.74,131.98
20211,674.34,132.74,131.98
20212,674.37,132.74,131.98
20213,674.41,133.51,131.98
20214,674.44,132.74,131.98
20215,674.47,132.74,131.98
20216,674.51,132.74,131.98
20217,674.54,132.74,131.22
20218,674.57,133.51,131.98
20219,674.61,133.51,131.98
20220,674.64,133.51,131.22
20221,674.67,132.74,131.98
20222,674.71,132.74,131.98
20223,674.74,132.74,131.98
20224,674.77,132.74,131.98
20225,674.81,132.74,131.98
20226,674.84,132.74,131.98
20227,674.87,132.74,131.98
20228,674.91,132.74,131.98
20229,674.94,132.74,131.98
20230,674.97,132.74,132.74
20231,675.01,132.74,131.98
20232,675.04,132.74,132.74
20233,675.08,132.74,132.74
20234,675.11,132.74,132.74
20235,675.14,132.74,132.74
20236,675.18,132.74,132.74
20237,675.21,132.74,132.74
20238,675.24,132.74,132.74
20239,675.27,132.74,132.74
20240,675.31,132.74,132.74
20241,675.34,132.74,132.74
20242,675.38,132.74,132.74
20243,675.41,132.74,132.74
20244,675.44,132.74,132.74
20245,675.48,132.74,132.74
20246,675.51,132.74,131.98
20247,675.54,132.74,131.98
20248,675.58,132.74,131.98
20249,675.61,132.74,131.98
20250,675.64,132.74,131.98
20251,675.68,132.74,131.98
20252,675.71,132.74,131.98
20253,675.74,132.74,131.98
20254,675.77,132.74,131.98
20255,675.81,132.74,131.98
20256,675.84,132.74,131.98
20257,675.88,132.74,131.98
20258,675.91,132.74,131.98
20259,675.94,132.74,131.98
20260,675.98,132.74,131.98
20261,676.01,132.74,131.98
20262,676.04,132.74,131.98
20263,676.08,132.74,131.98
20264,676.11,132.74,131.98
20265,676.14,133.51,131.98
20266,676.18,133.51,131.98
20267,676.21,132.74,131.98
20268,676.24,132.74,131.98
20269,676.28,132.74,131.98
20270,676.31,132.74,132.74
20271,676.34,133.51,131.98
20272,676.38,132.74,131.98
20273,676.41,132.74,132.74
20274,676.44,132.74,131.98
20275,676.48,132.74,131.98
20276,676.51,132.74,131.98
20277,676.54,132.74,132.74
20278,676.58,132.74,131.98
20279,676.61,132.74,131.98
20280,676.64,132.74,132.74
20281,676.68,132.74,132.74
20282,676.71,132.74,132.74
20283,676.74,132.74,132.74
20284,676.78,132.74,132.74
20285,676.81,132.74,132.74
20286,676.84,132.74,132.74
20287,676.88,132.74,132.74
20288,676.91,132.74,132.74
20289,676.94,133.51,132.74
20290,676.98,132.74,132.74
20291,677.01,132.74,132.74
20292,677.04,132.74,132.74
20293,677.08,133.51,132.74
20294,677.11,133.51,132.74
20295,677.14,133.51,132.74
20296,677.18,133.51,132.74
20297,677.21,134.27,133.51
20298,677.24,133.51,132.74
20299,677.28,132.74,132.74
20300,677.31,133.51,133.51
20301,677.34,132.74,133.51
20302,677.38,133.51,133.51
20303,677.41,132.74,133.51
20304,677.44,132.74,133.51
20305,677.48,132.74,133.51
20306,677.51,132.74,133.51
20307,677.54,133.51,133.51
20308,677.58,133.51,133.51
20309,677.61,133.51,133.51
20310,677.64,132.74,133.51
20311,677.68,133.51,133.51
20312,677.71,132.74,133.51
20313,677.74,132.74,133.51
20314,677.78,134.27,134.27
20315,677.81,132.74,133.51
20316,677.84,132.74,133.51
20317,677.88,133.51,133.51
20318,677.91,133.51,133.51
20319,677.94,133.51,133.51
20320,677.98,133.51,133.51
20321,678.01,132.74,133.51
20322,678.04,133.51,133.51
20323,678.08,133.51,133.51
20324,678.11,132.74,133.51
20325,678.14,133.51,133.51
20326,678.18,133.51,133.51
20327,678.21,133.51,133.51
20328,678.24,133.51,133.51
20329,678.28,133.51,133.51
20330,678.31,133.51,133.51
20331,678.35,133.51,133.51
20332,678.38,133.51,133.51
20333,678.41,133.51,133.51
20334,678.45,133.51,133.51
20335,678.48,135.8,134.27
20336,678.51,133.51,133.51
20337,678.54,133.51,133.51
20338,678.58,133.51,133.51
20339,678.61,133.51,133.51
20340,678.64,133.51,133.51
20341,678.68,133.51,133.51
20342,678.71,133.51,133.51
20343,678.75,133.51,133.51
20344,678.78,133.51,133.51
20345,678.81,133.51,132.74
20346,678.85,133.51,133.51
20347,678.88,133.51,133.51
20348,678.91,133.51,133.51
20349,678.95,133.51,133.51
20350,678.98,133.51,133.51
20351,679.01,133.51,133.51
20352,679.04,133.51,133.51
20353,679.08,133.51,133.51
20354,679.11,133.51,133.51
20355,679.14,133.51,132.74
20356,679.18,133.51,132.74
20357,679.21,133.51,132.74
20358,679.25,133.51,132.74
20359,679.28,133.51,132.74
20360,679.31,133.51,132.74
20361,679.35,133.51,132.74
20362,679.38,133.51,132.74
20363,679.41,133.51,132.74
20364,679.45,133.51,132.74
20365,679.48,133.51,131.98
20366,679.51,133.51,132.74
20367,679.55,133.51,132.74
20368,679.58,133.51,131.98
20369,679.61,133.51,131.98
20370,679.65,133.51,131.98
20371,679.68,133.51,131.98
20372,679.71,135.03,131.98
20373,679.75,133.51,131.98
20374,679.78,133.51,132.74
20375,679.81,133.51,131.98
20376,679.85,132.74,131.98
20377,679.88,133.51,132.74
20378,679.91,133.51,132.74
20379,679.95,133.51,132.74
20380,679.98,134.27,132.74
20381,680.01,133.51,131.98
20382,680.05,133.51,132.74
20383,680.08,133.51,132.74
20384,680.11,132.74,131.98
20385,680.15,133.51,132.74
20386,680.18,133.51,131.98
20387,680.21,133.51,131.98
20388,680.25,133.51,131.98
20389,680.28,133.51,131.98
20390,680.31,133.51,131.98
20391,680.35,133.51,131.98
20392,680.38,135.03,131.98
20393,680.41,133.51,131.22
20394,680.45,133.51,131.98
20395,680.48,133.51,131.22
20396,680.51,133.51,131.22
20397,680.55,135.03,130.45
20398,680.58,134.27,130.45
20399,680.61,135.03,130.45
20400,680.65,134.27,130.45
20401,680.68,135.03,129.69
20402,680.71,135.8,129.69
20403,680.75,135.8,129.69
20404,680.78,135.8,130.45
20405,680.81,135.8,130.45
20406,680.85,135.8,129.69
20407,680.88,135.8,129.69
20408,680.91,135.8,128.93
20409,680.95,134.27,129.69
20410,680.98,135.8,128.93
20411,681.01,135.8,128.93
20412,681.05,135.8,128.93
20413,681.08,135.8,128.93
20414,681.11,135.8,128.93
20415,681.15,136.56,128.93
20416,681.18,136.56,128.93
20417,681.21,137.32,128.17
20418,681.25,137.32,128.17
20419,681.28,137.32,128.17
20420,681.31,137.32,128.17
20421,681.35,137.32,128.17
20422,681.38,137.32,128.17
20423,681.41,137.32,128.17
20424,681.45,137.32,128.17
20425,681.48,136.56,128.17
20426,681.51,136.56,128.17
20427,681.55,136.56,128.17
20428,681.58,136.56,128.17
20429,681.61,137.32,128.17
20430,681.65,137.32,128.17
20431,681.68,136.56,127.4
20432,681.72,136.56,128.17
20433,681.75,136.56,128.17
20434,681.78,136.56,127.4
20435,681.82,136.56,127.4
20436,681.85,136.56,127.4
20437,681.88,136.56,127.4
20438,681.91,136.56,127.4
20439,681.95,136.56,127.4
20440,681.98,136.56,127.4
20441,682.01,136.56,128.17
20442,682.05,136.56,128.17
20443,682.08,137.32,128.17
20444,682.12,136.56,128.17
20445,682.15,135.8,128.93
20446,682.18,135.8,128.93
20447,682.22,136.56,128.93
20448,682.25,135.8,129.69
20449,682.28,135.8,130.45
20450,682.32,135.8,130.45
20451,682.35,135.8,130.45
20452,682.38,135.8,130.45
20453,682.41,135.03,131.22
20454,682.45,135.03,130.45
20455,682.48,135.8,131.22
20456,682.51,135.03,131.22
20457,682.55,135.03,130.45
20458,682.58,135.03,131.22
20459,682.62,133.51,130.45
20460,682.65,133.51,131.22
20461,682.68,134.27,130.45
20462,682.72,133.51,131.22
20463,682.75,133.51,131.22
20464,682.78,133.51,130.45
20465,682.82,133.51,131.22
20466,682.85,134.27,130.45
20467,682.88,133.51,131.22
20468,682.92,133.51,131.22
20469,682.95,133.51,131.22
20470,682.98,133.51,131.22
20471,683.02,133.51,131.22
20472,683.05,133.51,131.22
20473,683.08,134.27,131.22
20474,683.12,134.27,131.22
20475,683.15,134.27,131.22
20476,683.18,134.27,131.22
20477,683.22,134.27,131.22
20478,683.25,134.27,131.22
20479,683.28,134.27,131.22
20480,683.32,134.27,131.98
20481,683.35,133.51,131.98
20482,683.38,133.51,132.74
20483,683.42,134.27,131.98
20484,683.45,133.51,131.98
20485,683.48,132.74,132.74
20486,683.52,132.74,131.98
20487,683.55,132.74,131.22
20488,683.58,132.74,131.98
20489,683.62,132.74,131.98
20490,683.65,132.74,131.98
20491,683.68,133.51,131.98
20492,683.72,132.74,131.98
20493,683.75,132.74,131.98
20494,683.78,132.74,131.98
20495,683.82,132.74,131.98
20496,683.85,132.74,131.98
20497,683.88,132.74,131.98
20498,683.92,132.74,131.98
20499,683.95,132.74,131.22
20500,683.98,132.74,131.22
20501,684.02,132.74,131.98
20502,684.05,133.51,131.22
20503,684.08,132.74,131.22
20504,684.12,132.74,131.98
20505,684.15,132.74,131.98
20506,684.18,132.74,131.98
20507,684.22,132.74,131.98
20508,684.25,132.74,131.98
20509,684.28,132.74,131.98
20510,684.32,132.74,131.98
20511,684.35,132.74,131.98
20512,684.38,132.74,131.98
20513,684.42,132.74,131.98
20514,684.45,133.51,131.98
20515,684.48,133.51,131.98
20516,684.52,133.51,131.98
20517,684.55,133.51,131.98
20518,684.58,133.51,131.98
20519,684.62,133.51,131.98
20520,684.65,133.51,131.98
20521,684.68,133.51,131.98
20522,684.72,133.51,131.22
20523,684.75,133.51,131.98
20524,684.78,133.51,131.98
20525,684.82,133.51,131.98
20526,684.85,133.51,132.74
20527,684.88,133.51,131.98
20528,684.92,133.51,131.98
20529,684.95,133.51,131.98
20530,684.98,133.51,131.98
20531,685.02,133.51,131.22
20532,685.05,133.51,131.22
20533,685.09,133.51,131.22
20534,685.12,133.51,131.22
20535,685.15,132.74,130.45
20536,685.19,133.51,130.45
20537,685.22,133.51,131.22
20538,685.25,129.69,129.69
20539,685.28,133.51,130.45
20540,685.32,129.69,128.93
20541,685.35,133.51,130.45
20542,685.38,132.74,130.45
20543,685.42,129.69,128.93
20544,685.45,129.69,128.93
20545,685.49,129.69,129.69
20546,685.52,133.51,130.45
20547,685.55,133.51,130.45
20548,685.59,133.51,130.45
20549,685.62,133.51,130.45
20550,685.65,133.51,130.45
20551,685.69,133.51,130.45
20552,685.72,133.51,130.45
20553,685.75,133.51,130.45
20554,685.78,129.69,128.93
20555,685.82,133.51,130.45
20556,685.85,133.51,130.45
20557,685.88,133.51,130.45
20558,685.92,133.51,130.45
20559,685.95,133.51,130.45
20560,685.99,133.51,130.45
20561,686.02,133.51,130.45
20562,686.05,130.45,128.93
20563,686.09,134.27,130.45
20564,686.12,134.27,131.22
20565,686.15,134.27,130.45
20566,686.19,134.27,131.22
20567,686.22,134.27,131.22
20568,686.25,134.27,131.22
20569,686.29,134.27,131.22
20570,686.32,134.27,131.22
20571,686.35,138.85,133.51
20572,686.39,134.27,131.22
20573,686.42,129.69,128.93
20574,686.45,134.27,131.22
20575,686.49,134.27,131.22
20576,686.52,134.27,130.45
20577,686.55,133.51,130.45
20578,686.59,133.51,130.45
20579,686.62,132.74,130.45
20580,686.65,132.74,130.45
20581,686.69,132.74,130.45
20582,686.72,132.74,130.45
20583,686.75,132.74,130.45
20584,686.79,132.74,130.45
20585,686.82,132.74,130.45
20586,686.85,132.74,130.45
20587,686.89,132.74,130.45
20588,686.92,133.51,131.22
20589,686.95,133.51,131.22
20590,686.99,133.51,131.22
20591,687.02,132.74,130.45
20592,687.05,133.51,131.22
20593,687.09,133.51,131.22
20594,687.12,133.51,131.22
20595,687.15,133.51,131.22
20596,687.19,133.51,131.22
20597,687.22,133.51,131.22
20598,687.25,134.27,131.22
20599,687.29,133.51,131.22
20600,687.32,133.51,131.22
20601,687.35,133.51,131.22
20602,687.39,133.51,131.22
20603,687.42,134.27,131.22
20604,687.45,134.27,130.45
20605,687.49,134.27,130.45
20606,687.52,134.27,131.22
20607,687.55,134.27,130.45
20608,687.59,134.27,130.45
20609,687.62,134.27,130.45
20610,687.65,134.27,130.45
20611,687.69,134.27,130.45
20612,687.72,133.51,130.45
20613,687.75,134.27,130.45
20614,687.79,133.51,130.45
20615,687.82,133.51,130.45
20616,687.85,134.27,130.45
20617,687.89,133.51,130.45
20618,687.92,133.51,130.45
20619,687.95,133.51,130.45
20620,687.99,133.51,130.45
20621,688.02,133.51,130.45
20622,688.05,133.51,130.45
20623,688.09,133.51,130.45
20624,688.12,133.51,130.45
20625,688.15,133.51,130.45
20626,688.19,133.51,130.45
20627,688.22,133.51,130.45
20628,688.25,133.51,130.45
20629,688.29,133.51,130.45
20630,688.32,134.27,130.45
20631,688.36,134.27,129.69
20632,688.39,134.27,130.45
20633,688.42,134.27,130.45
20634,688.46,134.27,130.45
20635,688.49,134.27,130.45
20636,688.52,135.03,129.69
20637,688.56,135.03,129.69
20638,688.59,135.03,129.69
20639,688.62,135.03,129.69
20640,688.65,135.8,129.69
20641,688.69,135.8,129.69
20642,688.72,136.56,129.69
20643,688.76,136.56,129.69
20644,688.79,135.8,129.69
20645,688.82,135.8,129.69
20646,688.86,135.8,129.69
20647,688.89,135.8,129.69
20648,688.92,135.8,129.69
20649,688.96,135.8,130.45
20650,688.99,135.8,130.45
20651,689.02,135.03,130.45
20652,689.06,134.27,130.45
20653,689.09,133.51,130.45
20654,689.12,133.51,130.45
20655,689.15,133.51,131.22
20656,689.19,133.51,131.22
20657,689.22,133.51,131.22
20658,689.26,135.03,131.22
20659,689.29,134.27,131.22
20660,689.32,133.51,131.98
20661,689.36,133.51,131.98
20662,689.39,132.74,131.22
20663,689.42,132.74,131.22
20664,689.46,131.98,131.22
20665,689.49,132.74,131.22
20666,689.52,131.98,131.22
